tenure,MonthlyCharges,Contract,Churn,TenureGroup,ChargeGroup
52,49.15,Month-to-month,Yes,49-72,Medium
65,110.35,Two year,No,49-72,High
48,24.55,One year,No,25-48,Low
2,34.7,Month-to-month,Yes,0-12,Low
3,107.95,Month-to-month,No,0-12,High
45,81.4,Month-to-month,No,25-48,High
1,80.0,Month-to-month,Yes,0-12,High
61,73.8,Two year,No,49-72,High
3,64.4,Month-to-month,No,0-12,Medium
40,103.75,One year,No,25-48,High
1,71.1,Month-to-month,No,0-12,High
1,49.9,Month-to-month,No,0-12,Medium
51,24.6,One year,No,49-72,Low
2,49.25,Month-to-month,Yes,0-12,Medium
52,30.1,One year,No,49-72,Low
51,83.4,Month-to-month,No,49-72,High
1,20.45,Month-to-month,No,0-12,Low
31,75.25,One year,No,25-48,High
47,20.55,One year,No,25-48,Low
3,75.1,Month-to-month,Yes,0-12,High
22,20.05,One year,No,13-24,Low
1,20.65,Month-to-month,No,0-12,Low
72,85.15,Two year,No,49-72,High
3,50.15,Month-to-month,Yes,0-12,Medium
47,84.95,One year,No,25-48,High
72,66.5,Two year,No,49-72,Medium
66,63.3,Two year,No,49-72,Medium
35,83.15,Month-to-month,No,25-48,High
29,84.9,Month-to-month,No,25-48,High
2,20.55,Month-to-month,No,0-12,Low
4,49.25,Month-to-month,No,0-12,Medium
25,79.85,Month-to-month,Yes,25-48,High
65,59.6,Two year,No,49-72,Medium
27,104.65,One year,No,25-48,High
29,75.3,Month-to-month,No,25-48,High
29,80.1,Month-to-month,No,25-48,High
1,19.55,Month-to-month,Yes,0-12,Low
20,81.0,Month-to-month,No,13-24,High
58,24.7,Two year,No,49-72,Low
14,86.0,Month-to-month,No,13-24,High
72,25.4,Two year,No,49-72,Low
46,89.15,Month-to-month,No,25-48,High
71,58.25,Two year,No,49-72,Medium
32,85.65,Month-to-month,No,25-48,High
26,50.35,Month-to-month,No,25-48,Medium
68,80.35,Month-to-month,No,49-72,High
2,20.2,One year,No,0-12,Low
61,20.55,Two year,No,49-72,Low
4,85.95,Month-to-month,Yes,0-12,High
3,45.35,Month-to-month,Yes,0-12,Medium
33,94.5,Month-to-month,Yes,25-48,High
9,21.25,Month-to-month,No,0-12,Low
22,26.25,Two year,No,13-24,Low
5,80.85,Month-to-month,No,0-12,High
30,91.7,Month-to-month,Yes,25-48,High
65,74.2,Two year,No,49-72,High
45,87.25,Month-to-month,Yes,25-48,High
5,20.35,Month-to-month,No,0-12,Low
25,75.5,Month-to-month,No,25-48,High
72,79.05,Two year,No,49-72,High
27,90.15,Month-to-month,No,25-48,High
32,50.6,Month-to-month,No,25-48,Medium
30,110.45,One year,No,25-48,High
70,101.0,Two year,No,49-72,High
42,79.35,Month-to-month,No,25-48,High
72,89.85,Two year,No,49-72,High
47,65.0,Two year,No,25-48,Medium
2,80.45,Month-to-month,No,0-12,High
10,98.55,Month-to-month,Yes,0-12,High
61,24.1,Two year,No,49-72,Low
5,44.05,Month-to-month,No,0-12,Medium
72,110.8,Two year,No,49-72,High
72,114.95,Two year,No,49-72,High
3,75.05,Month-to-month,No,0-12,High
48,19.25,Two year,No,25-48,Low
63,90.05,One year,No,49-72,High
27,56.7,Month-to-month,No,25-48,Medium
70,80.15,Two year,No,49-72,High
7,71.35,Month-to-month,No,0-12,High
0,20.25,Two year,No,,Low
2,90.35,Month-to-month,No,0-12,High
20,98.55,Month-to-month,Yes,13-24,High
66,19.7,Two year,No,49-72,Low
3,19.85,Month-to-month,No,0-12,Low
15,85.9,Month-to-month,Yes,13-24,High
72,90.35,Two year,No,49-72,High
1,20.8,Month-to-month,No,0-12,Low
22,89.25,Month-to-month,Yes,13-24,High
3,70.3,Month-to-month,Yes,0-12,High
72,66.85,Two year,No,49-72,Medium
65,19.9,Two year,No,49-72,Low
11,35.8,Month-to-month,No,0-12,Medium
22,78.85,Month-to-month,No,13-24,High
14,20.4,One year,No,13-24,Low
41,74.25,Month-to-month,No,25-48,High
17,64.8,One year,No,13-24,Medium
11,20.45,Month-to-month,No,0-12,Low
15,93.35,Month-to-month,Yes,13-24,High
1,19.9,Month-to-month,Yes,0-12,Low
5,88.9,Month-to-month,Yes,0-12,High
33,95.8,One year,Yes,25-48,High
72,110.65,Two year,No,49-72,High
3,40.3,Month-to-month,No,0-12,Medium
2,82.0,Month-to-month,Yes,0-12,High
59,107.0,One year,No,49-72,High
2,45.35,Month-to-month,Yes,0-12,Medium
71,73.35,Two year,No,49-72,High
5,44.8,Month-to-month,No,0-12,Medium
27,54.75,Month-to-month,No,25-48,Medium
1,52.2,Month-to-month,Yes,0-12,Medium
63,40.6,One year,No,49-72,Medium
46,110.0,One year,Yes,25-48,High
72,55.3,Two year,No,49-72,Medium
34,60.85,Month-to-month,No,25-48,Medium
24,78.4,One year,No,13-24,High
72,69.65,Two year,No,49-72,Medium
60,59.85,Two year,No,49-72,Medium
68,76.9,One year,No,49-72,High
8,19.85,Two year,No,0-12,Low
34,67.65,Two year,No,25-48,Medium
6,45.0,Month-to-month,No,0-12,Medium
2,64.2,Month-to-month,No,0-12,Medium
31,81.7,One year,No,25-48,High
20,25.55,Month-to-month,No,13-24,Low
1,20.0,Month-to-month,No,0-12,Low
62,96.75,One year,Yes,49-72,High
70,75.65,Two year,No,49-72,High
10,98.5,Month-to-month,Yes,0-12,High
39,23.8,Two year,No,25-48,Low
46,64.2,Two year,No,25-48,Medium
6,85.35,Month-to-month,Yes,0-12,High
72,76.8,Two year,No,49-72,High
18,55.2,Month-to-month,No,13-24,Medium
71,108.55,Two year,No,49-72,High
40,101.3,Month-to-month,Yes,25-48,High
1,69.55,Month-to-month,Yes,0-12,Medium
58,103.25,One year,Yes,49-72,High
70,104.0,Two year,Yes,49-72,High
42,25.25,Two year,No,25-48,Low
34,30.4,One year,No,25-48,Low
5,20.05,Month-to-month,No,0-12,Low
25,84.6,Month-to-month,No,25-48,High
2,86.2,Month-to-month,Yes,0-12,High
55,103.7,One year,No,49-72,High
21,111.2,Month-to-month,Yes,13-24,High
70,88.0,Two year,No,49-72,High
61,106.35,Month-to-month,No,49-72,High
43,79.15,Two year,No,25-48,High
47,103.1,One year,No,25-48,High
5,63.95,Month-to-month,No,0-12,Medium
62,25.8,Two year,No,49-72,Low
16,89.45,Month-to-month,Yes,13-24,High
7,95.6,Month-to-month,Yes,0-12,High
14,25.55,Month-to-month,No,13-24,Low
60,90.95,One year,Yes,49-72,High
34,44.85,Month-to-month,No,25-48,Medium
50,108.55,One year,Yes,49-72,High
38,25.05,Two year,No,25-48,Low
70,74.1,One year,No,49-72,High
37,88.8,Month-to-month,No,25-48,High
4,78.85,Month-to-month,Yes,0-12,High
60,93.25,Month-to-month,No,49-72,High
62,71.4,One year,No,49-72,High
1,44.4,Month-to-month,Yes,0-12,Medium
36,79.2,Month-to-month,No,25-48,High
44,20.4,Two year,No,25-48,Low
55,100.0,One year,Yes,49-72,High
72,105.0,Two year,No,49-72,High
12,19.8,One year,Yes,0-12,Low
13,30.85,Month-to-month,No,13-24,Low
1,89.9,Month-to-month,Yes,0-12,High
15,20.55,One year,No,13-24,Low
65,84.85,Two year,No,49-72,High
12,33.15,One year,No,0-12,Low
72,92.0,Two year,No,49-72,High
72,89.8,Two year,No,49-72,High
72,115.8,Two year,No,49-72,High
52,85.15,Two year,No,49-72,High
2,24.85,Month-to-month,No,0-12,Low
5,64.35,Month-to-month,No,0-12,Medium
68,20.5,Two year,No,49-72,Low
62,100.15,One year,Yes,49-72,High
72,86.05,Two year,No,49-72,High
1,50.8,Month-to-month,Yes,0-12,Medium
66,89.0,One year,No,49-72,High
72,64.8,Two year,No,49-72,Medium
26,19.8,One year,No,25-48,Low
64,93.4,Two year,No,49-72,High
20,73.65,Month-to-month,Yes,13-24,High
3,95.1,Month-to-month,Yes,0-12,High
22,94.65,Month-to-month,Yes,13-24,High
4,80.6,Month-to-month,Yes,0-12,High
62,39.0,Two year,No,49-72,Medium
5,20.5,Month-to-month,No,0-12,Low
59,85.55,One year,Yes,49-72,High
3,26.4,Two year,No,0-12,Low
72,98.2,Two year,No,49-72,High
57,97.55,One year,No,49-72,High
66,19.95,Two year,No,49-72,Low
60,50.8,Month-to-month,Yes,49-72,Medium
45,99.7,Two year,No,25-48,High
3,34.8,Month-to-month,No,0-12,Low
15,105.1,Month-to-month,Yes,13-24,High
51,60.15,One year,No,49-72,Medium
60,64.75,One year,No,49-72,Medium
33,54.65,Month-to-month,No,25-48,Medium
10,110.1,Month-to-month,Yes,0-12,High
26,19.3,One year,No,25-48,Low
6,83.9,Month-to-month,Yes,0-12,High
67,111.25,One year,No,49-72,High
49,35.8,One year,No,49-72,Medium
1,20.05,Month-to-month,No,0-12,Low
7,84.35,Month-to-month,No,0-12,High
27,110.5,One year,No,25-48,High
37,91.2,One year,No,25-48,High
63,100.55,Month-to-month,Yes,49-72,High
31,89.3,Month-to-month,No,25-48,High
50,103.85,Month-to-month,Yes,49-72,High
32,81.1,Month-to-month,No,25-48,High
1,24.6,Month-to-month,Yes,0-12,Low
63,81.2,One year,No,49-72,High
30,94.3,Month-to-month,No,25-48,High
71,116.1,Two year,No,49-72,High
53,105.55,Two year,No,49-72,High
12,98.9,Month-to-month,Yes,0-12,High
50,94.4,Month-to-month,No,49-72,High
2,19.5,Month-to-month,No,0-12,Low
9,98.3,Month-to-month,Yes,0-12,High
17,93.85,Month-to-month,Yes,13-24,High
56,105.6,One year,No,49-72,High
67,81.35,Two year,No,49-72,High
9,100.5,Month-to-month,Yes,0-12,High
4,56.4,Month-to-month,No,0-12,Medium
19,65.35,One year,No,13-24,Medium
8,19.95,Month-to-month,No,0-12,Low
71,111.25,Two year,No,49-72,High
10,72.85,Month-to-month,Yes,0-12,High
15,89.0,Month-to-month,No,13-24,High
72,106.1,One year,No,49-72,High
12,20.05,One year,No,0-12,Low
72,25.2,Two year,No,49-72,Low
1,73.55,Month-to-month,Yes,0-12,High
23,75.4,Month-to-month,No,13-24,High
72,65.55,Two year,No,49-72,Medium
26,80.7,Month-to-month,No,25-48,High
21,104.55,One year,No,13-24,High
60,24.15,One year,No,49-72,Low
12,20.45,Month-to-month,No,0-12,Low
16,75.4,Month-to-month,No,13-24,High
63,79.7,One year,No,49-72,High
22,81.7,Month-to-month,No,13-24,High
32,76.3,Month-to-month,No,25-48,High
3,79.4,Month-to-month,Yes,0-12,High
13,81.15,Month-to-month,Yes,13-24,High
68,103.75,Two year,No,49-72,High
30,86.45,One year,No,25-48,High
16,75.1,Month-to-month,No,13-24,High
33,80.6,Two year,No,25-48,High
72,19.3,Two year,No,49-72,Low
4,84.6,Month-to-month,Yes,0-12,High
12,33.6,One year,No,0-12,Low
4,83.25,Month-to-month,No,0-12,High
0,80.85,Two year,No,,High
6,79.05,Month-to-month,Yes,0-12,High
65,108.05,One year,No,49-72,High
15,19.9,Month-to-month,No,13-24,Low
24,21.05,One year,No,13-24,Low
13,30.15,Month-to-month,No,13-24,Low
24,79.85,Month-to-month,No,13-24,High
72,65.5,Two year,No,49-72,Medium
54,104.1,Month-to-month,No,49-72,High
3,74.4,Month-to-month,Yes,0-12,High
4,20.5,Month-to-month,No,0-12,Low
32,91.35,Month-to-month,No,25-48,High
35,99.05,Month-to-month,Yes,25-48,High
35,20.5,Two year,No,25-48,Low
2,44.95,Month-to-month,Yes,0-12,Medium
8,75.6,Month-to-month,No,0-12,High
22,55.1,Month-to-month,No,13-24,Medium
15,58.95,Month-to-month,No,13-24,Medium
22,95.1,Month-to-month,No,13-24,High
1,44.7,Month-to-month,Yes,0-12,Medium
71,25.45,Two year,No,49-72,Low
4,56.75,Month-to-month,No,0-12,Medium
25,81.75,Month-to-month,No,25-48,High
32,86.1,Month-to-month,No,25-48,High
7,29.8,Month-to-month,No,0-12,Low
17,20.5,One year,No,13-24,Low
8,60.9,Month-to-month,No,0-12,Medium
56,73.25,Two year,No,49-72,High
1,45.7,Month-to-month,Yes,0-12,Medium
8,100.3,Month-to-month,Yes,0-12,High
7,19.25,Month-to-month,Yes,0-12,Low
3,20.85,Month-to-month,No,0-12,Low
71,77.35,Two year,No,49-72,High
2,96.0,Month-to-month,Yes,0-12,High
1,90.55,Month-to-month,Yes,0-12,High
49,93.85,Month-to-month,No,49-72,High
58,70.1,Two year,No,49-72,High
44,30.35,Month-to-month,Yes,25-48,Low
59,75.95,Two year,No,49-72,High
71,108.05,Two year,Yes,49-72,High
1,69.9,Month-to-month,Yes,0-12,Medium
11,75.25,Month-to-month,No,0-12,High
62,103.75,One year,Yes,49-72,High
35,54.95,One year,No,25-48,Medium
20,19.5,Month-to-month,No,13-24,Low
40,19.6,Two year,No,25-48,Low
39,47.85,One year,No,25-48,Medium
1,86.6,Month-to-month,Yes,0-12,High
72,23.75,Two year,No,49-72,Low
33,80.6,Month-to-month,Yes,25-48,High
12,43.8,Month-to-month,No,0-12,Medium
1,19.75,Month-to-month,No,0-12,Low
27,19.15,Month-to-month,No,25-48,Low
34,19.6,One year,No,25-48,Low
56,80.3,Two year,No,49-72,High
58,24.35,Two year,No,49-72,Low
22,25.25,Two year,No,13-24,Low
10,26.1,Two year,No,0-12,Low
13,20.0,Two year,No,13-24,Low
35,85.3,Month-to-month,Yes,25-48,High
34,70.0,Month-to-month,Yes,25-48,Medium
4,94.3,Month-to-month,Yes,0-12,High
72,20.7,Two year,No,49-72,Low
2,70.3,Month-to-month,No,0-12,High
7,95.35,Month-to-month,Yes,0-12,High
27,75.5,Month-to-month,Yes,25-48,High
4,69.55,Month-to-month,No,0-12,Medium
37,19.85,Two year,No,25-48,Low
21,20.0,Month-to-month,No,13-24,Low
53,95.85,One year,No,49-72,High
18,90.1,Month-to-month,Yes,13-24,High
2,68.95,Month-to-month,Yes,0-12,Medium
32,99.55,Month-to-month,Yes,25-48,High
23,20.75,One year,No,13-24,Low
3,50.15,Month-to-month,No,0-12,Medium
71,58.65,Two year,No,49-72,Medium
9,95.9,Month-to-month,No,0-12,High
1,49.5,Month-to-month,No,0-12,Medium
18,57.45,Month-to-month,Yes,13-24,Medium
12,53.65,One year,Yes,0-12,Medium
71,80.1,Two year,No,49-72,High
64,24.4,One year,No,49-72,Low
4,40.05,Month-to-month,No,0-12,Medium
23,19.5,Month-to-month,No,13-24,Low
39,51.05,Month-to-month,No,25-48,Medium
28,54.35,One year,No,25-48,Medium
5,84.7,Month-to-month,No,0-12,High
45,86.1,Month-to-month,No,25-48,High
37,70.35,Month-to-month,No,25-48,High
60,110.0,Two year,No,49-72,High
8,100.6,Month-to-month,Yes,0-12,High
47,94.9,One year,No,25-48,High
26,83.75,Month-to-month,Yes,25-48,High
3,88.3,Month-to-month,Yes,0-12,High
50,69.75,Month-to-month,No,49-72,Medium
27,71.6,Month-to-month,No,25-48,High
8,92.1,Month-to-month,Yes,0-12,High
62,23.65,Two year,No,49-72,Low
71,81.85,Two year,No,49-72,High
66,25.1,Two year,No,49-72,Low
68,114.7,Two year,No,49-72,High
13,49.15,Month-to-month,No,13-24,Medium
56,80.9,One year,No,49-72,High
38,79.45,Month-to-month,Yes,25-48,High
14,90.45,Month-to-month,Yes,13-24,High
16,19.3,One year,No,13-24,Low
14,70.2,Month-to-month,No,13-24,High
32,69.75,Month-to-month,Yes,25-48,Medium
8,54.25,One year,No,0-12,Medium
43,99.3,Month-to-month,No,25-48,High
52,74.0,One year,No,49-72,High
3,50.25,Month-to-month,No,0-12,Medium
29,19.8,One year,No,25-48,Low
1,19.65,Month-to-month,Yes,0-12,Low
12,43.65,Month-to-month,Yes,0-12,Medium
16,35.5,Month-to-month,No,13-24,Medium
40,80.75,One year,No,25-48,High
5,39.5,Month-to-month,Yes,0-12,Medium
40,97.1,Month-to-month,Yes,25-48,High
36,19.55,One year,No,25-48,Low
5,80.0,Month-to-month,Yes,0-12,High
10,84.7,Month-to-month,Yes,0-12,High
2,89.55,Month-to-month,Yes,0-12,High
23,90.6,Month-to-month,Yes,13-24,High
26,20.05,One year,No,25-48,Low
72,112.4,Two year,No,49-72,High
34,50.2,Month-to-month,No,25-48,Medium
10,62.25,Month-to-month,No,0-12,Medium
14,55.7,One year,No,13-24,Medium
23,90.05,Month-to-month,Yes,13-24,High
47,19.65,Two year,No,25-48,Low
24,89.25,Month-to-month,No,13-24,High
49,99.05,Month-to-month,Yes,49-72,High
20,54.0,One year,No,13-24,Medium
2,69.75,Month-to-month,Yes,0-12,Medium
2,49.05,Month-to-month,Yes,0-12,Medium
22,56.75,Two year,No,13-24,Medium
7,98.05,Month-to-month,Yes,0-12,High
1,21.1,Month-to-month,No,0-12,Low
59,96.65,Month-to-month,No,49-72,High
58,24.5,One year,No,49-72,Low
41,114.5,Month-to-month,Yes,25-48,High
59,79.2,Two year,No,49-72,High
3,69.55,Month-to-month,No,0-12,Medium
32,20.05,Two year,No,25-48,Low
46,98.85,Month-to-month,No,25-48,High
0,25.75,Two year,No,,Low
2,80.95,Month-to-month,Yes,0-12,High
52,19.6,One year,No,49-72,Low
13,74.3,Month-to-month,Yes,13-24,High
11,89.7,Month-to-month,Yes,0-12,High
32,87.65,Month-to-month,No,25-48,High
17,100.45,Month-to-month,Yes,13-24,High
16,74.75,Month-to-month,No,13-24,High
51,107.45,One year,No,49-72,High
29,75.35,One year,No,25-48,High
70,64.95,Two year,No,49-72,Medium
71,100.45,Two year,No,49-72,High
41,68.5,One year,No,25-48,Medium
1,80.55,Month-to-month,No,0-12,High
7,81.25,Month-to-month,No,0-12,High
25,90.4,One year,Yes,25-48,High
67,89.55,One year,No,49-72,High
5,55.7,Month-to-month,No,0-12,Medium
15,24.8,Month-to-month,No,13-24,Low
20,20.0,Month-to-month,No,13-24,Low
3,56.15,Month-to-month,Yes,0-12,Medium
54,105.2,One year,No,49-72,High
42,19.55,One year,No,25-48,Low
9,79.75,Month-to-month,No,0-12,High
63,97.45,Two year,No,49-72,High
69,24.25,Two year,No,49-72,Low
69,24.6,Two year,No,49-72,Low
40,50.15,Month-to-month,No,25-48,Medium
60,39.6,Two year,No,49-72,Medium
4,94.4,Month-to-month,Yes,0-12,High
71,89.85,Two year,No,49-72,High
37,78.95,Month-to-month,Yes,25-48,High
32,98.85,Month-to-month,No,25-48,High
39,53.85,Two year,No,25-48,Medium
38,24.25,One year,No,25-48,Low
52,89.45,Two year,No,49-72,High
48,105.25,Month-to-month,No,25-48,High
70,59.5,Two year,No,49-72,Medium
20,70.55,Month-to-month,No,13-24,High
50,82.5,One year,No,49-72,High
19,44.85,One year,Yes,13-24,Medium
25,61.6,One year,No,25-48,Medium
12,49.05,Month-to-month,No,0-12,Medium
39,105.65,Month-to-month,Yes,25-48,High
7,74.65,Month-to-month,Yes,0-12,High
23,66.25,One year,No,13-24,Medium
27,19.4,Month-to-month,No,25-48,Low
47,86.05,Month-to-month,No,25-48,High
26,19.15,Two year,No,25-48,Low
14,64.7,Month-to-month,Yes,13-24,Medium
11,104.05,Month-to-month,Yes,0-12,High
2,19.25,Month-to-month,No,0-12,Low
26,81.95,Month-to-month,No,25-48,High
72,114.65,Two year,No,49-72,High
63,20.0,Two year,No,49-72,Low
71,19.8,Two year,No,49-72,Low
11,65.15,Month-to-month,No,0-12,Medium
14,19.65,One year,No,13-24,Low
13,88.95,Two year,No,13-24,High
6,20.2,Month-to-month,No,0-12,Low
11,75.2,Month-to-month,No,0-12,High
18,56.8,Month-to-month,No,13-24,Medium
1,35.55,Month-to-month,Yes,0-12,Medium
32,75.5,Month-to-month,No,25-48,High
29,35.6,One year,No,25-48,Medium
3,60.25,Month-to-month,No,0-12,Medium
2,95.15,Month-to-month,Yes,0-12,High
13,96.65,Month-to-month,Yes,13-24,High
41,40.35,Month-to-month,No,25-48,Medium
1,18.85,Month-to-month,No,0-12,Low
7,54.85,Month-to-month,No,0-12,Medium
52,64.3,One year,No,49-72,Medium
45,24.65,Two year,No,25-48,Low
70,76.1,Two year,No,49-72,High
53,18.7,Two year,No,49-72,Low
62,97.95,One year,No,49-72,High
60,94.1,Month-to-month,No,49-72,High
3,80.4,Month-to-month,Yes,0-12,High
23,95.1,Month-to-month,No,13-24,High
1,31.35,Month-to-month,Yes,0-12,Low
67,72.35,One year,No,49-72,High
12,89.75,Month-to-month,Yes,0-12,High
71,82.7,Two year,No,49-72,High
25,19.9,One year,No,25-48,Low
5,53.8,Month-to-month,No,0-12,Medium
26,51.55,One year,No,25-48,Medium
1,19.65,One year,No,0-12,Low
70,44.05,One year,No,49-72,Medium
72,114.0,Two year,No,49-72,High
60,94.4,One year,Yes,49-72,High
32,100.4,Month-to-month,No,25-48,High
1,19.85,Month-to-month,Yes,0-12,Low
14,54.25,One year,No,13-24,Medium
13,80.0,Month-to-month,No,13-24,High
6,109.9,Month-to-month,Yes,0-12,High
46,79.2,Two year,No,25-48,High
15,101.35,Month-to-month,Yes,13-24,High
43,94.3,Month-to-month,No,25-48,High
39,49.8,Two year,No,25-48,Medium
21,60.05,Month-to-month,Yes,13-24,Medium
57,53.75,Month-to-month,No,49-72,Medium
53,93.45,One year,No,49-72,High
18,87.9,Month-to-month,No,13-24,High
1,60.15,Month-to-month,Yes,0-12,Medium
58,61.05,One year,No,49-72,Medium
71,104.05,Two year,No,49-72,High
35,99.25,One year,No,25-48,High
3,85.7,Month-to-month,No,0-12,High
38,104.85,One year,No,25-48,High
35,69.15,Two year,No,25-48,Medium
7,90.45,Month-to-month,Yes,0-12,High
47,74.45,Two year,No,25-48,High
14,50.45,Month-to-month,No,13-24,Medium
20,60.0,Month-to-month,No,13-24,Medium
66,85.25,Two year,No,49-72,High
15,19.45,Month-to-month,No,13-24,Low
42,20.75,Two year,No,25-48,Low
17,78.9,Month-to-month,No,13-24,High
37,104.5,One year,No,25-48,High
12,49.4,Month-to-month,No,0-12,Medium
53,94.25,One year,Yes,49-72,High
60,25.0,Two year,No,49-72,Low
18,25.55,Month-to-month,No,13-24,Low
1,74.9,Month-to-month,Yes,0-12,High
3,70.15,Month-to-month,No,0-12,High
9,69.4,Month-to-month,No,0-12,Medium
1,80.25,Month-to-month,Yes,0-12,High
56,93.15,One year,No,49-72,High
17,69.0,Month-to-month,Yes,13-24,Medium
11,66.35,Month-to-month,Yes,0-12,Medium
7,69.55,Month-to-month,No,0-12,Medium
69,20.2,Two year,No,49-72,Low
19,86.0,Month-to-month,Yes,13-24,High
3,80.3,Month-to-month,Yes,0-12,High
54,20.4,Two year,No,49-72,Low
62,23.75,One year,No,49-72,Low
24,90.55,Month-to-month,Yes,13-24,High
62,70.45,Month-to-month,No,49-72,High
17,65.75,Month-to-month,No,13-24,Medium
9,24.6,Month-to-month,No,0-12,Low
64,69.25,Two year,No,49-72,Medium
2,75.9,Month-to-month,Yes,0-12,High
1,45.85,Month-to-month,Yes,0-12,Medium
16,49.95,Month-to-month,Yes,13-24,Medium
72,24.65,Two year,No,49-72,Low
30,90.4,One year,No,25-48,High
49,100.85,Month-to-month,No,49-72,High
61,75.35,Two year,No,49-72,High
47,87.2,Month-to-month,No,25-48,High
20,64.4,Month-to-month,No,13-24,Medium
34,78.3,Month-to-month,Yes,25-48,High
70,24.7,Two year,No,49-72,Low
54,105.85,One year,No,49-72,High
61,98.3,One year,No,49-72,High
3,76.95,Month-to-month,Yes,0-12,High
13,19.45,One year,No,13-24,Low
16,96.15,Month-to-month,Yes,13-24,High
3,58.7,Month-to-month,No,0-12,Medium
25,20.15,Month-to-month,No,25-48,Low
30,64.5,Month-to-month,No,25-48,Medium
21,28.5,Month-to-month,No,13-24,Low
1,45.3,Month-to-month,Yes,0-12,Medium
15,19.4,Month-to-month,Yes,13-24,Low
23,90.45,Month-to-month,No,13-24,High
45,105.15,Month-to-month,No,25-48,High
24,83.15,One year,No,13-24,High
11,90.15,Month-to-month,Yes,0-12,High
1,45.05,Month-to-month,Yes,0-12,Medium
56,103.2,Two year,No,49-72,High
1,75.8,Month-to-month,Yes,0-12,High
